timestamp,red
9253366,108384
9273366,108321
9293366,108366
9313366,108473
9334366,108567
9354366,108680
9374366,108784
9394366,108918
9414366,109048
9434366,109110
9454366,109097
9474366,109064
9494366,108999
9514366,109002
9534366,109054
9554366,109110
9575366,109183
9595366,109248
9615366,109337
9635366,109411
9655366,109493
9675366,109558
9695366,109633
9715366,109721
9735366,109566
9755366,109080
9775366,108522
9796366,108119
9816366,107959
9836366,107950
9856366,108035
9876366,108145
9896366,108242
9916366,108313
9936366,108433
9956366,108559
9976366,108693
9996366,108781
10017366,108800
10037366,108796
10057366,108796
10077366,108810
10097366,108879
10117366,108960
10137366,109035
10157366,109117
10177366,109205
10197366,109277
10217366,109377
10238366,109472
10258366,109547
10278366,109598
10298366,109439
10318366,108917
10338366,108333
10358366,107899
10378366,107711
10398366,107701
10418366,107756
10438366,107829
10459366,107936
10479366,108036
10499366,108161
10519366,108310
10539366,108437
10559366,108515
10579366,108520
10599366,108483
10619366,108456
10639366,108456
10659366,108501
10679366,108585
10700366,108665
10720366,108756
10740366,108864
10760366,108955
10780366,109058
10800366,109136
10820366,109211
10840366,109314
10860366,109378
10880366,109425
10900366,109145
10921366,108558
10941366,107972
10961366,107618
10981366,107523
11001366,107566
11021366,107659
11041366,107760
11061366,107867
11081366,107970
11101366,108088
11121366,108210
11142366,108313
11162366,108340
11182366,108343
11202366,108314
11222366,108300
11242366,108340
11262366,108400
11282366,108457
11302366,108552
11322366,108642
11342366,108722
11363366,108808
11383366,108899
11403366,108975
11423366,109053
11443366,109122
11463366,109198
11483366,109288
11503366,109354
11523366,109411
11543366,109298
11563366,108799
11583366,108188
11604366,107741
11624366,107545
11644366,107531
11664366,107613
11684366,107770
11704366,107937
11724366,108085
11744366,108265
11764366,108420
11784366,108511
11804366,108516
11825366,108463
11845366,108411
11865366,108386
11885366,108385
11905366,108430
11925366,108529
11945366,108627
11965366,108748
11985366,108848
12005366,108952
12025366,109019
12046366,109090
12066366,109158
12086366,109229
12106366,109300
12126366,109348
12146366,109118
12166366,108574
12186366,108040
12206366,107707
12226366,107610
12246366,107666
12266366,107806
12287366,107982
12307366,108160
12327366,108324
12347366,108499
12367366,108602
12387366,108608
12407366,108529
12427366,108440
12447366,108396
12467366,108400
12487366,108453
12508366,108546
12528366,108657
12548366,108765
12568366,108878
12588366,109010
12608366,109098
12628366,109177
12648366,109247
12668366,109320
12688366,109389
12708366,109390
12729366,108991
12749366,108348
12769366,107798
12789366,107502
12809366,107456
12829366,107523
12849366,107650
12869366,107783
12889366,107913
12909366,108057
12929366,108210
12950366,108339
12970366,108391
12990366,108369
13010366,108303
13030366,108254
13050366,108242
13070366,108288
13090366,108350
13110366,108439
13130366,108523
13150366,108599
13171366,108702
13191366,108792
13211366,108904
13231366,108984
13251366,109063
13271366,109133
13291366,109041
13311366,108520
13331366,107854
13351366,107352
13371366,107119
13391366,107113
13412366,107200
13432366,107299
13452366,107394
13472366,107469
13492366,107594
13512366,107716
13532366,107839
13552366,107906
13572366,107892
13592366,107829
13612366,107804
13633366,107844
13653366,107893
13673366,107972
13693366,108072
13713366,108178
13733366,108298
13753366,108400
13773366,108519
13793366,108605
13813366,108665
13833366,108750
13854366,108819
13874366,108883
13894366,108747
13914366,108197
13934366,107513
13954366,106986
13974366,106749
13994366,106718
14014366,106787
14034366,106895
14054366,107017
14075366,107106
14095366,107226
14115366,107369
14135366,107515
14155366,107607
14175366,107623
14195366,107608
14215366,107586
14235366,107588
14255366,107632
14275366,107725
14296366,107832
14316366,107947
14336366,108061
14356366,108188
14376366,108293
14396366,108394
14416366,108485
14436366,108551
14456366,108619
14476366,108680
14496366,108718
14516366,108760
14537366,108801
14557366,108841
14577366,108712
14597366,108165
14617366,107474
14637366,106942
14657366,106708
14677366,106707
14697366,106796
14717366,106915
14737366,107041
14758366,107158
14778366,107278
14798366,107440
14818366,107544
14838366,107586
14858366,107563
14878366,107529
14898366,107511
14918366,107510
14938366,107578
14958366,107671
14979366,107763
14999366,107874
15019366,107997
15039366,108093
15059366,108218
15079366,108318
15099366,108406
15119366,108493
15139366,108580
15159366,108649
15179366,108713
15200366,108771
15220366,108861
15240366,108922
15260366,108992
15280366,109075
15300366,109150
15320366,109217
15340366,109291
15360366,109372
15380366,109451
15400366,109329
15420366,108737
15441366,107992
15461366,107450
15481366,107200
15501366,107185
15521366,107297
15541366,107447
15561366,107593
15581366,107745
15601366,107873
15621366,108010
15641366,108104
15662366,108083
15682366,107997
15702366,107913
15722366,107845
15742366,107840
15762366,107869
15782366,107933
15802366,108007
15822366,108105
15842366,108216
15862366,108299
15883366,108388
15903366,108460
15923366,108536
15943366,108593
15963366,108671
15983366,108715
16003366,108774
16023366,108832
16043366,108913
16063366,108966
16083366,108914
16104366,108499
16124366,107900
16144366,107415
16164366,107179
16184366,107142
16204366,107240
16224366,107416
16244366,107578
16264366,107753
16284366,107914
16304366,108086
16324366,108182
16345366,108175
16365366,108096
16385366,107998
16405366,107944
16425366,107955
16445366,108004
16465366,108085
16485366,108176
16505366,108285
16525366,108381
16545366,108494
16566366,108573
16586366,108653
16606366,108741
16626366,108818
16646366,108884
16666366,108945
16686366,109012
16706366,109017
16726366,108662
16746366,108006
16766366,107423
16787366,107070
16807366,106975
16827366,107022
16847366,107134
16867366,107297
16887366,107440
16907366,107565
16927366,107708
16947366,107844
16967366,107879
16987366,107858
17008366,107802
17028366,107751
17048366,107736
17068366,107776
17088366,107844
17108366,107934
17128366,108015
17148366,108117
17168366,108223
17188366,108289
17208366,108375
17229366,108441
17249366,108525
17269366,108591
17289366,108668
17309366,108749
17329366,108799
17349366,108585
17369366,107959
17389366,107277
17409366,106766
17429366,106539
17450366,106525
17470366,106603
17490366,106755
17510366,106900
17530366,107052
17550366,107206
17570366,107367
17590366,107490
17610366,107557
17630366,107545
17650366,107500
17671366,107462
17691366,107452
17711366,107499
17731366,107570
17751366,107666
17771366,107779
17791366,107894
17811366,107980
17831366,108071
17851366,108173
17871366,108253
17891366,108331
17912366,108387
17932366,108448
17952366,108516
17972366,108542
17992366,108601
18012366,108377
18032366,107727
18052366,107027
18072366,106523
18092366,106302
18112366,106315
18133366,106426
18153366,106586
18173366,106738
18193366,106894
18213366,107060
18233366,107213
18253366,107319
18273366,107347
18293366,107312
18313366,107257
18333366,107210
18354366,107199
18374366,107231
18394366,107302
18414366,107379
18434366,107488
18454366,107603
18474366,107704
18494366,107798
18514366,107880
18534366,107953
18554366,108025
18575366,108094
18595366,108144
18615366,108231
18635366,108294
18655366,108373
18675366,108302
18695366,107829
18715366,107168
18735366,106657
18755366,106397
18775366,106389
18796366,106503
18816366,106673
18836366,106849
18856366,107010
18876366,107183
18896366,107358
18916366,107445
18936366,107450
18956366,107381
18976366,107305
18996366,107268
19017366,107272
19037366,107310
19057366,107412
19077366,107511
19097366,107636
19117366,107743
19137366,107864
19157366,107959
19177366,108059
19197366,108153
19217366,108250
19238366,108337
19258366,108405
19278366,108487
19298366,108374
19318366,107884
19338366,107266
19358366,106837
19378366,106654
19398366,106674
19418366,106813
19438366,106993
19459366,107177
19479366,107353
19499366,107552
19519366,107721
19539366,107783
19559366,107747
19579366,107651
19599366,107552
19619366,107514
19639366,107508
19659366,107564
19680366,107658
19700366,107761
19720366,107890
19740366,107968
19760366,108079
19780366,108173
19800366,108244
19820366,108314
19840366,108376
19860366,108437
19880366,108456
19901366,108205
19921366,107557
19941366,106914
19961366,106486
19981366,106357
20001366,106403
20021366,106534
20041366,106677
20061366,106839
20081366,106956
20101366,107115
20122366,107260
20142366,107313
20162366,107296
20182366,107209
20202366,107152
20222366,107137
20242366,107152
20262366,107221
20282366,107329
20302366,107434
20322366,107546
20343366,107657
20363366,107741
20383366,107837
20403366,107920
20423366,108018
20443366,108104
20463366,108163
20483366,108215
20503366,108105
20523366,107546
20543366,106813
20564366,106263
20584366,106006
20604366,105964
20624366,106032
20644366,106151
20664366,106279
20684366,106376
20704366,106487
20724366,106617
20744366,106730
20764366,106795
20785366,106789
20805366,106749
20825366,106696
20845366,106674
20865366,106725
20885366,106804
20905366,106911
20925366,107026
20945366,107152
20965366,107252
20985366,107369
21006366,107464
21026366,107553
21046366,107637
21066366,107710
21086366,107778
21106366,107849
21126366,107910
21146366,107954
21166366,107970
21186366,107670
21206366,106996
21226366,106314
21247366,105879
21267366,105737
21287366,105765
21307366,105854
21327366,105975
21347366,106109
21367366,106188
21387366,106293
21407366,106425
21427366,106505
21447366,106536
21468366,106514
21488366,106451
21508366,106428
21528366,106455
21548366,106525
21568366,106628
21588366,106735
21608366,106869
21628366,106977
21648366,107090
21668366,107203
21689366,107277
21709366,107352
21729366,107424
21749366,107497
21769366,107568
21789366,107648
21809366,107696
21829366,107766
21849366,107838
21869366,107920
21889366,107997
21910366,108099
21930366,108165
21950366,107913
21970366,107222
21990366,106560
22010366,106158
22030366,106079
22050366,106154
22070366,106291
22090366,106449
22110366,106606
22131366,106740
22151366,106882
22171366,107011
22191366,107043
22211366,107008
22231366,106919
22251366,106858
22271366,106838
22291366,106859
22311366,106940
22331366,107050
22352366,107172
22372366,107293
22392366,107411
22412366,107526
22432366,107638
22452366,107729
22472366,107813
22492366,107865
22512366,107905
22532366,107973
22552366,108019
22573366,108088
22593366,108160
22613366,108247
22633366,108173
22653366,107688
22673366,107083
22693366,106604
22713366,106400
22733366,106402
22753366,106530
22773366,106679
22794366,106843
22814366,107033
22834366,107269
22854366,107457
22874366,107550
22894366,107546
22914366,107467
22934366,107366
22954366,107313
22974366,107317
22994366,107373
23015366,107444
23035366,107538
23055366,107662
23075366,107770
23095366,107869
23115366,107965
23135366,108046
23155366,108110
23175366,108177
23195366,108226
23215366,108261
23236366,108315
23256366,108367
23276366,108340
23296366,107957
23316366,107278
23336366,106669
23356366,106329
23376366,106246
23396366,106321
23416366,106439
23436366,106576
23457366,106724
23477366,106827
23497366,106975
23517366,107119
23537366,107204
23557366,107223
23577366,107168
23597366,107112
23617366,107085
23637366,107104
23657366,107176
23678366,107264
23698366,107370
23718366,107477
23738366,107577
23758366,107675
23778366,107774
23798366,107844
23818366,107917
23838366,107981
23858366,108028
23878366,108079
23898366,108118
23919366,108171
23939366,108206
23959366,108252
23979366,108308
23999366,108113
24019366,107466
24039366,106726
24059366,106216
24079366,105980
24099366,105972
24119366,106068
24140366,106187
24160366,106307
24180366,106399
24200366,106484
24220366,106624
24240366,106749
24260366,106804
24280366,106802
24300366,106758
24320366,106727
24340366,106717
24361366,106774
24381366,106863
24401366,106969
24421366,107082
24441366,107213
24461366,107344
24481366,107438
24501366,107534
24521366,107627
24541366,107706
24561366,107770
24582366,107845
24602366,107907
24622366,107975
24642366,108043
24662366,108106
24682366,108164
24702366,108231
24722366,108313
24742366,108397
24762366,108406
24782366,108010
24803366,107233
24823366,106554
24843366,106170
24863366,106082
24883366,106162
24903366,106298
24923366,106465
24943366,106611
24963366,106716
24983366,106848
25003366,106969
25024366,107056
25044366,107058
25064366,106991
25084366,106920
25104366,106884
25124366,106900
25144366,106956
25164366,107068
25184366,107168
25204366,107277
25224366,107406
25245366,107496
25265366,107597
25285366,107704
25305366,107776
25325366,107858
25345366,107920
25365366,107968
25385366,108011
25405366,108062
25425366,108111
25445366,108186
25466366,108247
25486366,108328
25506366,108334
25526366,107975
25546366,107313
25566366,106741
25586366,106421
25606366,106367
25626366,106446
25646366,106617
25666366,106801
25687366,106981
25707366,107181
25727366,107363
25747366,107468
25767366,107474
25787366,107390
25807366,107281
25827366,107173
25847366,107120
25867366,107147
25887366,107218
25908366,107313
25928366,107411
25948366,107539
25968366,107651
25988366,107769
26008366,107857
26028366,107924
26048366,107992
26068366,108047
26088366,108091
26108366,108136
26129366,108221
26149366,108314
26169366,108325
26189366,107980
26209366,107347
26229366,106750
26249366,106418
26269366,106326
26289366,106405
26309366,106562
26329366,106733
26350366,106904
26370366,107096
26390366,107301
26410366,107434
26430366,107493
26450366,107452
26470366,107371
26490366,107310
26510366,107291
26530366,107294
26550366,107344
26571366,107427
26591366,107552
26611366,107674
26631366,107815
26651366,107941
26671366,108077
26691366,108180
26711366,108269
26731366,108351
26751366,108424
26771366,108488
26792366,108539
26812366,108605
26832366,108655
26852366,108653
26872366,108191
26892366,107407
26912366,106715
26932366,106312
26952366,106192
26972366,106229
26992366,106374
27013366,106507
27033366,106656
27053366,106776
27073366,106916
27093366,107065
27113366,107139
27133366,107169
27153366,107125
27173366,107055
27193366,107025
27213366,107035
27234366,107092
27254366,107166
27274366,107275
27294366,107399
27314366,107542
27334366,107670
27354366,107775
27374366,107876
27394366,107971
27414366,108048
27434366,108133
27455366,108189
27475366,108265
27495366,108333
27515366,108253
27535366,107754
27555366,107038
27575366,106457
27595366,106162
27615366,106110
27635366,106209
27655366,106366
27676366,106526
27696366,106678
27716366,106841
27736366,107008
27756366,107134
27776366,107192
27796366,107169
27816366,107112
27836366,107043
27856366,107041
27876366,107074
27897366,107156
27917366,107276
27937366,107388
27957366,107517
27977366,107657
27997366,107778
28017366,107888
28037366,107991
28057366,108084
28077366,108142
28097366,108216
28118366,108257
28138366,108324
28158366,108365
28178366,108424
28198366,108491
28218366,108444
28238366,107960
28258366,107197
28278366,106603
28298366,106308
28318366,106276
28339366,106381
28359366,106573
28379366,106779
28399366,106977
28419366,107168
28439366,107338
28459366,107444
28479366,107448
28499366,107356
28519366,107250
28539366,107171
28560366,107151
28580366,107193
28600366,107296
28620366,107416
28640366,107565
28660366,107707
28680366,107842
28700366,107958
28720366,108057
28740366,108165
28760366,108239
28781366,108313
28801366,108398
28821366,108470
28841366,108540
28861366,108550
28881366,108158
28901366,107487
28921366,106944
28941366,106659
28961366,106599
28981366,106693
29002366,106865
29022366,107070
29042366,107282
29062366,107506
29082366,107706
29102366,107824
29122366,107815
29142366,107734
29162366,107614
29182366,107506
29202366,107480
29223366,107508
29243366,107593
29263366,107686
29283366,107792
29303366,107920
29323366,108046
29343366,108144
29363366,108259
29383366,108344
29403366,108416
29423366,108496
29444366,108562
29464366,108474
29484366,107929
29504366,107167
29524366,106621
29544366,106358
29564366,106335
29584366,106437
29604366,106612
29624366,106810
29644366,107000
29665366,107191
29685366,107361
29705366,107480
29725366,107495
29745366,107419
29765366,107314
29785366,107221
29805366,107215
29825366,107266
29845366,107345
29865366,107478
29886366,107620
29906366,107747
29926366,107874
29946366,107993
29966366,108102
29986366,108217
30006366,108282
30026366,108359
30046366,108417
30066366,108484
30086366,108500
30107366,108158
30127366,107399
30147366,106679
30167366,106256
30187366,106119
30207366,106172
30227366,106285
30247366,106437
30267366,106594
30287366,106714
30307366,106857
30328366,106977
30348366,107079
30368366,107120
30388366,107076
30408366,107022
30428366,106992
30448366,107011
30468366,107072
30488366,107158
30508366,107279
30528366,107421
30549366,107556
30569366,107690
30589366,107838
30609366,107957
30629366,108063
30649366,108180
30669366,108273
30689366,108331
30709366,108375
30729366,108435
30749366,108357
30770366,107822
30790366,107052
30810366,106472
30830366,106190
30850366,106173
30870366,106290
30890366,106454
30910366,106636
30930366,106794
30950366,106960
30970366,107143
30991366,107280
31011366,107338
31031366,107331
31051366,107281
31071366,107251
31091366,107250
31111366,107289
31131366,107365
31151366,107481
31171366,107612
31191366,107749
31212366,107878
31232366,107999
31252366,108121
31272366,108236
31292366,108338
31312366,108434
31332366,108504
31352366,108568
31372366,108378
31392366,107774
31412366,107100
31433366,106645
31453366,106476
31473366,106513
31493366,106675
31513366,106892
31533366,107125
31553366,107339
31573366,107561
31593366,107737
31613366,107807
31633366,107759
31654366,107660
31674366,107564
31694366,107553
31714366,107586
31734366,107669
31754366,107781
31774366,107914
31794366,108034
31814366,108157
31834366,108265
31854366,108385
31875366,108476
31895366,108575
31915366,108680
31935366,108722
31955366,108420
31975366,107765
31995366,107198
32015366,106888
32035366,106796
32055366,106880
32075366,107044
32096366,107259
32116366,107494
32136366,107756
32156366,107970
32176366,108099
32196366,108103
32216366,108005
32236366,107881
32256366,107800
32276366,107787
32296366,107834
32317366,107916
32337366,108023
32357366,108146
32377366,108269
32397366,108402
32417366,108506
32437366,108598
32457366,108710
32477366,108819
32497366,108802
32517366,108325
32538366,107583
32558366,107008
32578366,106733
32598366,106699
32618366,106809
32638366,107001
32658366,107219
32678366,107462
32698366,107757
32718366,108005
32738366,108104
32759366,108082
32779366,107974
32799366,107860
32819366,107794
32839366,107806
32859366,107861
32879366,107943
32899366,108049
32919366,108166
32939366,108288
32959366,108401
32980366,108505
33000366,108608
33020366,108710
33040366,108805
33060366,108826
33080366,108389
33100366,107577
33120366,106888
33140366,106498
33160366,106381
33180366,106457
33201366,106635
33221366,106835
33241366,107031
33261366,107221
33281366,107411
33301366,107569
33321366,107645
33341366,107625
33361366,107548
33381366,107484
33401366,107453
33421366,107484
33442366,107563
33462366,107705
33482366,107821
33502366,107952
33522366,108110
33542366,108239
33562366,108357
33582366,108457
33602366,108555
33622366,108667
33642366,108746
33663366,108820
33683366,108696
33703366,108032
33723366,107206
33743366,106618
33763366,106341
33783366,106311
33803366,106431
33823366,106602
33843366,106799
33863366,106970
33884366,107130
33904366,107306
33924366,107442
33944366,107471
33964366,107444
33984366,107384
34004366,107331
34024366,107346
34044366,107395
34064366,107478
34084366,107590
34105366,107712
34125366,107848
34145366,108017
34165366,108131
34185366,108249
34205366,108372
34225366,108494
34245366,108664
34265366,108800
34285366,108908
34305366,109042
34326366,109138
34346366,109217
34366366,109291
34386366,109350
34406366,109336
34426366,108809
34446366,107858
34466366,107103
34486366,106651
34506366,106487
34526366,106532
34547366,106689
34567366,106880
34587366,107094
34607366,107284
34627366,107447
34647366,107575
34667366,107621
34687366,107584
34707366,107506
34727366,107436
34747366,107410
34768366,107434
34788366,107490
34808366,107617
34828366,107749
34848366,107899
34868366,108026
34888366,108132
34908366,108247
34928366,108366
34948366,108464
34968366,108545
34989366,108622
35009366,108691
35029366,108755
35049366,108810
35069366,108855
35089366,108920
35109366,108980
35129366,109045
35149366,109127
35169366,109176
35189366,108870
35210366,108084
35230366,107368
35250366,106972
35270366,106847
35290366,106920
35310366,107110
35330366,107332
35350366,107572
35370366,107804
35390366,108047
35410366,108200
35431366,108214
35451366,108130
35471366,108007
35491366,107904
35511366,107863
35531366,107881
35551366,107950
35571366,108055
35591366,108174
35611366,108315
35631366,108468
35652366,108594
35672366,108729
35692366,108822
35712366,108909
35732366,108983
35752366,109047
35772366,109126
35792366,109163
35812366,109221
35832366,109312
35852366,109268
35873366,108788
35893366,108073
35913366,107530
35933366,107257
35953366,107221
35973366,107339
35993366,107512
36013366,107735
36033366,107971
36053366,108236
36074366,108456
36094366,108576
36114366,108576
36134366,108463
36154366,108328
36174366,108224
36194366,108190
36214366,108228
36234366,108319
36254366,108428
36274366,108551
36295366,108690
36315366,108824
36335366,108958
36355366,109075
36375366,109195
36395366,109279
36415366,109368
36435366,109445
36455366,109521
36475366,109575
36495366,109497
36516366,108919
36536366,108094
36556366,107470
36576366,107125
36596366,107038
36616366,107124
36636366,107267
36656366,107477
36676366,107693
36696366,107879
36716366,108075
36737366,108235
36757366,108277
36777366,108251
36797366,108171
36817366,108096
36837366,108046
36857366,108051
36877366,108100
36897366,108207
36917366,108332
36937366,108452
36958366,108583
36978366,108714
36998366,108863
37018366,108987
37038366,109107
37058366,109197
37078366,109274
37098366,109343
37118366,109398
37138366,109451
37158366,109498
37178366,109562
37199366,109481
37219366,108880
37239366,107998
37259366,107320
37279366,106906
37299366,106761
37319366,106792
37339366,106949
37359366,107159
37379366,107354
37399366,107541
37420366,107718
37440366,107867
37460366,107940
37480366,107944
37500366,107882
37520366,107826
37540366,107797
37560366,107812
37580366,107879
37600366,107972
37620366,108111
37641366,108240
37661366,108387
37681366,108511
37701366,108652
37721366,108783
37741366,108893
37761366,108994
37781366,109069
37801366,109141
37821366,109211
37841366,109282
37862366,109346
37882366,109418
37902366,109501
37922366,109482
37942366,109048
37962366,108256
37982366,107596
38002366,107195
38022366,107055
38042366,107099
38062366,107249
38083366,107453
38103366,107662
38123366,107864
38143366,108073
38163366,108238
38183366,108301
38203366,108239
38223366,108141
38243366,108043
38263366,108005
38283366,108023
38304366,108094
38324366,108217
38344366,108360
38364366,108501
38384366,108652
38404366,108810
38424366,108930
38444366,109054
38464366,109173
38484366,109271
38504366,109365
38525366,109422
38545366,109488
38565366,109559
38585366,109598
38605366,109675
38625366,109721
38645366,109797
38665366,109881
38685366,109934
38705366,109703
38725366,108976
38746366,108257
38766366,107821
38786366,107656
38806366,107688
38826366,107849
38846366,108063
38866366,108299
38886366,108557
38906366,108784
38926366,108971
38946366,109039
38967366,108993
38987366,108857
39007366,108726
39027366,108652
39047366,108642
39067366,108691
39087366,108775
39107366,108896
39127366,109034
39147366,109154
39167366,109295
39188366,109420
39208366,109531
39228366,109620
39248366,109685
39268366,109767
39288366,109821
39308366,109873
39328366,109925
39348366,109936
39368366,109598
39388366,108895
39409366,108247
39429366,107869
39449366,107719
39469366,107764
39489366,107920
39509366,108146
39529366,108361
39549366,108619
39569366,108867
39589366,109040
39609366,109113
39630366,109059
39650366,108922
39670366,108806
39690366,108739
39710366,108741
39730366,108783
39750366,108867
39770366,108979
39790366,109082
39810366,109188
39830366,109303
39851366,109419
39871366,109509
39891366,109588
39911366,109663
39931366,109760
39951366,109816
39971366,109864
39991366,109906
40011366,109687
40031366,108954
40051366,108132
40072366,107583
40092366,107282
40112366,107207
40132366,107268
40152366,107438
40172366,107597
40192366,107759
40212366,107920
40232366,108082
40252366,108179
40272366,108207
40293366,108165
40313366,108095
40333366,108016
40353366,107983
40373366,108003
40393366,108072
40413366,108160
40433366,108280
40453366,108382
40473366,108512
40493366,108623
40514366,108728
40534366,108844
40554366,108952
40574366,109049
40594366,109121
40614366,109217
40634366,109275
40654366,109343
40674366,109414
40694366,109319
40714366,108735
40735366,107950
40755366,107356
40775366,107037
40795366,106964
40815366,107034
40835366,107182
40855366,107373
40875366,107544
40895366,107685
40915366,107852
40935366,107972
40956366,107998
40976366,107973
40996366,107894
41016366,107847
41036366,107839
41056366,107861
41076366,107935
41096366,108039
41116366,108152
41136366,108283
41157366,108395
41177366,108530
41197366,108668
41217366,108770
41237366,108867
41257366,108950
41277366,109023
41297366,109081
41317366,109151
41337366,109191
41357366,109250
41378366,109316
41398366,109354
41418366,109448
41438366,109503
41458366,109340
41478366,108681
41498366,107901
41518366,107396
41538366,107155
41558366,107131
41578366,107233
41599366,107400
41619366,107607
41639366,107777
41659366,107989
41679366,108153
41699366,108239
41719366,108229
41739366,108144
41759366,108035
41779366,107950
41799366,107943
41820366,107982
41840366,108085
41860366,108212
41880366,108344
41900366,108481
41920366,108620
41940366,108734
41960366,108829
41980366,108913
42000366,108984
42020366,109048
42040366,109117
42061366,109173
42081366,109225
42101366,109280
42121366,109339
42141366,109409
42161366,109478
42181366,109556
42201366,109551
42221366,109116
42241366,108388
42261366,107834
42282366,107513
42302366,107445
42322366,107509
42342366,107672
42362366,107878
42382366,108101
42402366,108329
42422366,108540
42442366,108674
42462366,108677
42482366,108561
42503366,108425
42523366,108309
42543366,108255
42563366,108272
42583366,108310
42603366,108402
42623366,108525
42643366,108640
42663366,108751
42683366,108884
42703366,108965
42724366,109059
42744366,109144
42764366,109239
42784366,109289
42804366,109358
42824366,109400
42844366,109437
42864366,109493
42884366,109549
42904366,109503
42924366,109053
42945366,108285
42965366,107675
42985366,107312
43005366,107201
43025366,107246
43045366,107371
43065366,107544
43085366,107725
43105366,107901
43125366,108074
43145366,108243
43166366,108298
43186366,108276
43206366,108200
43226366,108104
43246366,108078
43266366,108070
43286366,108142
43306366,108212
43326366,108336
43346366,108449
43366366,108584
43387366,108700
43407366,108809
43427366,108929
43447366,109041
43467366,109135
43487366,109217
43507366,109267
43527366,109328
43547366,109382
43567366,109431
43588366,109482
43608366,109514
43628366,109581
43648366,109640
43668366,109508
43688366,108860
43708366,108040
43728366,107422
43748366,107090
43768366,106962
43788366,107007
43809366,107126
43829366,107298
43849366,107445
43869366,107567
43889366,107715
43909366,107845
43929366,107913
43949366,107925
43969366,107898
43989366,107841
44009366,107806
44030366,107821
44050366,107886
44070366,107982
44090366,108110
44110366,108248
44130366,108379
44150366,108516
44170366,108621
44190366,108739
44210366,108823
44230366,108908
44251366,108985
44271366,109050
44291366,109124
44311366,109187
44331366,109247
44351366,109305
44371366,109361
44391366,109429
44411366,109476
44431366,109543
44451366,109633
44472366,109537
44492366,108945
44512366,108108
44532366,107474
44552366,107124
44572366,107017
44592366,107069
44612366,107205
44632366,107383
44652366,107558
44672366,107706
44693366,107849
44713366,107991
44733366,108061
44753366,108067
44773366,108044
44793366,107987
44813366,107950
44833366,107958
44853366,108013
44873366,108094
44893366,108225
44914366,108358
44934366,108493
44954366,108636
44974366,108762
44994366,108888
45014366,108984
45034366,109091
45054366,109162
45074366,109234
45094366,109309
45114366,109358
45135366,109417
